reviewer_name,content,full_url,rating,time,owner_replied,owner_reply
St. Schulze,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURnd3ByTzVBRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDgwprO5AE%7CCgsIxNqI2gUQwK6nVg%7C?hl=en-US,5,4 years ago,False,
Melissa Eser,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURBaGNxSjRnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDAhcqJ4gE%7CCgsI95Or1QUQgODGWw%7C?hl=en-US,5,4 years ago,False,
Ivona Milenkovic,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURZM05mTTRBRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDY3NfM4AE%7CCgwI4M2y5gUQ0PuutQE%7C?hl=en-US,5,3 years ago,True,"(Translated by Google) Dear Ivona,

We sincerely thank you for the excellent rating of our club.

If you would like to share further comments or feedback with us, please contact us at: berlin_mail@aspria.de.

Yours sincerely,

Your Aspria team

(Original)
Liebe Ivona,

wir danken ihnen herzlichst für die hervorragende Bewertung unseres Clubs.

Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten, stehen wir Ihnen unter folgender Email zur Verfügung : berlin_mail@aspria.de.

Mit freundlichen Grüßen,

Ihr Aspria Team"
Cynthia Scheuer,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMwcUk2dDRBRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIC0qI6t4AE%7CCgwI_Ors6wUQuMrJ1gM%7C?hl=en-US,4,3 years ago,True,"(Translated by Google) Dear Cynthia Scheuer,

Thank you for your positive rating of our club.
We are happy to see that you enjoyed our club.

We always strive to offer our visitors the best possible experience, so we'd love to hear what we could improve.

Additional comments and feedback can be shared with us at any time using the following contact number/email: berlin_mail@aspria.de.

Kind regards,

Your Aspria team

(Original)
Liebe Cynthia Scheuer,

vielen Dank für ihre positive Bewertung unseres Clubs.
Es freut uns zu sehen, dass Ihnen unser Club gefallen hat.

Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten, deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten.

Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Kontaktnummer/ Email mit uns teilen : berlin_mail@aspria.de.

Mit freundlichen Grüßen,

Ihr Aspria Team"
Benjamin Tuapí Thannesberger,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN3eWJ5UTN3RRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICwybyQ3wE%7CCgwI4bf6zQUQgJTZ6AE%7C?hl=en-US,1,5 years ago,False,
Julian Schütman,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNRLWFMcDNnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICQ-aLp3gE%7CCgwI4LOs1AUQgKzGwgE%7C?hl=en-US,5,4 years ago,False,
H Havic,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNnMnRYXzNRRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICg2tX_3QE%7CCgwIxbnnwwUQwOeN_wE%7C?hl=en-US,5,5 years ago,False,
Bettina Papadakis,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURBcU9UNzNRRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDAqOT73QE%7CCgsIoIGU0wUQwKilBA%7C?hl=en-US,3,4 years ago,False,
Simon Lambeck,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURZNXJIMTJnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDY5rH12gE%7CCgwI79DX5gUQ2PDt6AI%7C?hl=en-US,5,3 years ago,True,"(Translated by Google) Dear Simon,

Thank you for the excellent rating of our club.

We are delighted that you enjoyed our facilities so much.

If you have any further comments or feedback to share with us, we are available on the following contact number: 030 890 6888 68.

Kind regards

Your Aspria team

(Original)
Lieber Simon,

wir danken Ihnen für die hervorragende Bewertung unseres Clubs.

Wir freuen uns sehr, dass Ihnen unsere Einrichtungen so großartig gefallen hat.

Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten, stehen wir Ihnen unter folgender Kontaktnummer zur Verfügung : 030 890 6888 68.

Mit freundlichen Grüßen

Ihr Aspria Team"
Manuela Korb,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURnX2MzRzJnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDg_c3G2gE%7CCgwI5-Pd1wUQgOKiyAE%7C?hl=en-US,5,4 years ago,False,
Dennis Tidwell,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM0aG9fNzJRRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIC4ho_72QE%7CCgwI3eff5wUQoK22oQE%7C?hl=en-US,4,3 years ago,True,"(Translated by Google) Dear Dennis,

Thank you for your positive rating of our club.
We are happy to see that you enjoyed our club.

We always strive to offer our visitors the best possible experience, so we'd love to hear what we could improve.

Additional comments and feedback can be shared with us at any time at the following email: berlin_mail@aspria.de.

Kind regards,

Your Aspria team

(Original)
Lieber Dennis,

vielen Dank für ihre positive Bewertung unseres Clubs.
Es freut uns zu sehen, dass Ihnen unser Club gefallen hat.

Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten, deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten.

Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Email mit uns teilen : berlin_mail@aspria.de.

Mit freundlichen Grüßen,

Ihr Aspria Team"
Christian Nawroth,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNpeXNuaDJRRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICiysnh2QE%7CCgwIp6Dm_AUQuOW5hQM%7C?hl=en-US,5,2 years ago,True,"(Translated by Google) Thank you dear Christian!

(Original)
Danke lieber Christian!"
Carolin Eckhardt,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNRX19TbjJRRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICQ__Sn2QE%7CCgwIn8SE3AUQoN7a1QE%7C?hl=en-US,5,4 years ago,False,
Humbert Humbert,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNVbExlUjJBRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICUlLeR2AE%7CCgwIvorD6QUQwLqF3QE%7C?hl=en-US,5,3 years ago,True,"(Translated by Google) Dear Humbert,

Thank you very much for the excellent rating of our club.

If you would like to share further comments or feedback with us, we are at your disposal at the following email: berlin_mail@aspria.de.

Kind regards,

Your Aspria team

(Original)
Lieber Humbert,

wir danken ihnen herzlichst für die hervorragende Bewertung unseres Clubs.

Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten, stehen wir Ihnen unter folgender Email zur Verfügung: berlin_mail@aspria.de.

Mit freundlichen Grüßen,

Ihr Aspria Team"
Lukas Thiele,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURNMzl1TTFnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDM39uM1gE%7CCgwIsLGG8QUQwPbf3AM%7C?hl=en-US,4,2 years ago,False,
Izka janas,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURvanFYMzFBRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDojqX31AE%7CCgwI6MWw5AUQyIa_tQI%7C?hl=en-US,5,3 years ago,True,"(Translated by Google) Dear Mr. Izka Janas,

Thank you very much for the excellent rating of our club.

If you would like to share further comments or feedback with us, we are available at the following contact number/email: +49 30 8906888 0/ berlin_mail@aspria.de.

Kind regards

Your Aspria team

(Original)
Sehr geehrter Herr Izka Janas,

wir danken ihnen herzlichst für die hervorragende Bewertung unseres Clubs.

Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten, stehen wir Ihnen unter folgender Kontaktnummer/ Email zur Verfügung : +49 30 8906888 0/ berlin_mail@aspria.de.

Mit freundlichen Grüßen

Ihr Aspria Team"
Oliver Lorenz,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNnc09QWjBnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICgsOPZ0gE%7CCgsIk_nkwwUQgLK2IA%7C?hl=en-US,4,5 years ago,False,
Josef Vogl,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURDbWNQcjBRRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDCmcPr0QE%7CCgwIk4ze-wUQgOWnwAM%7C?hl=en-US,5,2 years ago,False,
Patrice Münzinger,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMtOHUtMTBRRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIC-8u-10QE%7CCgwIgZOAmwYQkI7O8gI%7C?hl=en-US,3,2 months ago,True,"(Translated by Google) Thank you for the time and we are happy to work on it being worth a minimum of 4 stars next time. See you soon,
Sandra Schmalzried
General manager
Aspria Berlin

(Original)
Vielen Dank für die Zeit und wir arbeiten gerne daran, dass es beim nächsten Besuch minimum 4 Sterne wert ist. Bis bald,
Sandra Schmalzried
General Manager
Aspria Berlin"
Bingo Manning,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURRN0l1azBRRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDQ7Iuk0QE%7CCgwI2MWA2QUQgKPetQM%7C?hl=en-US,4,4 years ago,False,
Piotr Fedtke,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNBOWVLTzBBRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICA9eKO0AE%7CCgwIpuSA1AUQgLGa3gE%7C?hl=en-US,5,4 years ago,False,
Finn B,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNVOTVPeHp3RRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICU95OxzwE%7CCgsInu2w6gUQsIalDQ%7C?hl=en-US,5,3 years ago,True,"(Translated by Google) Dear Alpha Trix,

We sincerely thank you for the excellent rating of our club.

If you would like to share further comments or feedback with us, please contact us at: berlin_mail@aspria.de.

Yours sincerely,

Your Aspria team

(Original)
Lieber Alpha Trix,

wir danken ihnen herzlichst für die hervorragende Bewertung unseres Clubs.

Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten, stehen wir Ihnen unter folgender Email zur Verfügung: berlin_mail@aspria.de.

Mit freundlichen Grüßen,

Ihr Aspria Team"
Jimmy Assef,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURJbThTZnp3RRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDIm8SfzwE%7CCgwI_aGd4gUQlfCLiAI%7C?hl=en-US,3,3 years ago,False,
Dayana Born,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNPNHJqZ3pRRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICO4rjgzQE%7CCgwIhZzzlAYQyPD63gE%7C?hl=en-US,4,7 months ago,True,"(Translated by Google) Thanks for your great feedback...there's still room for improvement and we're working on it ⭐️⭐️⭐️⭐️⭐️

Sandra Schmalzried
General manager
Aspria Berlin

(Original)
Danke für dein tolles Feedback…da ist noch Luft nach oben und wir arbeiten dran ⭐️⭐️⭐️⭐️⭐️

Sandra Schmalzried
General Manager
Aspria Berlin"
Marcel Schoepke,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNZbmNmYXpRRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICYncfazQE%7CCgwI3-Hc5QUQ0Km-lwM%7C?hl=en-US,4,3 years ago,True,"(Translated by Google) Dear Marcel,

Thank you for your positive rating of our club.
We are happy to see that you enjoyed our club.

We always strive to offer our visitors the best possible experience, so we'd love to hear what we could improve.

Additional comments and feedback can be shared with us at any time using the following contact number/email: berlin_mail@aspria.de.

Kind regards,

Your Aspria team

(Original)
Lieber Marcel,

vielen Dank für ihre positive Bewertung unseres Clubs.
Es freut uns zu sehen, dass Ihnen unser Club gefallen hat.

Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten, deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten.

Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Kontaktnummer/ Email mit uns teilen : berlin_mail@aspria.de.

Mit freundlichen Grüßen,

Ihr Aspria Team"
Nina Tiegs,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURtNHNMX3lRRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDm4sL_yQE%7CCgwIs_bckQYQ6KTqjgE%7C?hl=en-US,5,9 months ago,False,
Lennart Bösch,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURZM29mNHlRRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDY3of4yQE%7CCgwIyNPn5gUQwLj8-wE%7C?hl=en-US,4,3 years ago,True,"(Translated by Google) Dear Lennart Bösch,

Thank you for your positive evaluation of our club.
We are pleased to see that you enjoyed our club.

We always strive to give our visitors the best possible experience, so we'd love to hear what we could do better.

You can share additional comments and feedback with us at any time at the following contact number: 030 890 6888 68.

Best regards,

Your Aspria team

(Original)
Lieber Lennart Bösch,

vielen Dank für ihre positive Bewertung unseres Clubs.
Es freut uns zu sehen, dass Ihnen unser Club gefallen hat.

Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten, deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten.

Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Kontaktnummer mit uns teilen : 030 890 6888 68.

Mit freundlichen Grüßen,

Ihr Aspria Team"
Stefan Aeschlimann,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURBbW9xZHlRRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDAmoqdyQE%7CCgwIwbnaiwUQ2PnQygE%7C?hl=en-US,5,9 years ago,False,
cristian bulbas,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURxLThfRXlBRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDq-8_EyAE%7CCgwI4PnHhwYQkIHh-wI%7C?hl=en-US,5,a year ago,False,
Jörg Wirtgen,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNncDhmN3hnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICgp8f7xgE%7CCgwIuamcnQUQqKy6sgE%7C?hl=en-US,4,8 years ago,False,
Eckerhard Hinz,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURVbllla3hnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDUnYekxgE%7CCgwI47mu6wUQiN3bqQI%7C?hl=en-US,5,3 years ago,True,"(Translated by Google) Dear Eckerhard Hinz,

Thank you very much for the excellent rating of our club.

If you would like to share further comments or feedback with us, we are at your disposal at the following email: berlin_mail@aspria.de.

Kind regards,

Your Aspria team

(Original)
Lieber Eckerhard Hinz,

wir danken ihnen herzlichst für die hervorragende Bewertung unseres Clubs.

Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten, stehen wir Ihnen unter folgender Email zur Verfügung: berlin_mail@aspria.de.

Mit freundlichen Grüßen,

Ihr Aspria Team"
Kaja Čalić,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURNN3NpZnhBRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDM7sifxAE%7CCgwIiNuo8AUQ-MSFlgI%7C?hl=en-US,4,3 years ago,False,
Pierre Unger,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNvNHFUNndRRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICo4qT6wQE%7CCgwI6Pj04gUQ8LCtyQM%7C?hl=en-US,5,3 years ago,True,"(Translated by Google) Dear Pierre,

Thank you very much for the excellent rating of our club.

If you would like to share further comments or feedback with us, we are available at the following contact number/email: +49 30 8906888 0/ berlin_mail@aspria.de.

Kind regards

Your Aspria team

(Original)
Lieber Pierre,

wir danken ihnen herzlichst für die hervorragende Bewertung unseres Clubs.

Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten, stehen wir Ihnen unter folgender Kontaktnummer/ Email zur Verfügung : +49 30 8906888 0/ berlin_mail@aspria.de.

Mit freundlichen Grüßen

Ihr Aspria Team"
Piotr Kirylczuk,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNJd2N6UndRRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICIwczRwQE%7CCgwIs43J3wUQgeqQ_wE%7C?hl=en-US,5,4 years ago,False,
erfindungsbert Der 1,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ2a01QendBRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgID6kMPzwAE%7CCgwI1N-WigYQ0MbgwwI%7C?hl=en-US,5,a year ago,False,
Gina Neundorf,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNBMnJfcndBRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICA2r_rwAE%7CCgwI0oKd2wUQgLjK5gI%7C?hl=en-US,5,4 years ago,False,
Johannes Steinbach,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQydzdDWndBRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgID2w7CZwAE%7CCgwIgfGtlAYQwJ3__QE%7C?hl=en-US,5,7 months ago,False,
Christian O. Edler,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNBbi03SXZ3RRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICAn-7IvwE%7CCgsIy669wwUQgLW3SQ%7C?hl=en-US,4,6 years ago,False,
Martin-Lukas Anyone,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURnZ3A3S3ZnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDggp7KvgE%7CCgsI6MrRwwUQgLuwIQ%7C?hl=en-US,4,5 years ago,False,
Robin Klein,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURNMDRPTHZnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDM04OLvgE%7CCgwIgdTm8AUQ4Liz-AI%7C?hl=en-US,5,2 years ago,False,
Ka Me,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNtdHZlUXZBRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICmtveQvAE%7CCgwIzY2rjgYQuKOMxQM%7C?hl=en-US,4,a year ago,True,"(Translated by Google) Thank you...4 stars is wonderful.
Sandra Schmalzried
General manager

(Original)
Vielen Dank…4 Sterne sind wundervoll.
Sandra Schmalzried
General Manager"
Thomas,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURzeHNUZXV3RRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDsxsTeuwE%7CCgwIq-_z8gUQ6Li0_AI%7C?hl=en-US,5,2 years ago,False,
chingchai nuangditee,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM2LXVHVnV3RRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIC6-uGVuwE%7CCgwIptLHiQYQiLWo9gI%7C?hl=en-US,5,a year ago,False,
Jennifer Groth,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNnN3RlLXVnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICg7te-ugE%7CCgwI1JK1zgUQgLGa3gE%7C?hl=en-US,4,5 years ago,False,
Patrick Vielitz,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNJbDZtV3VnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICIl6mWugE%7CCgwI5sa_4AUQxaiyyQM%7C?hl=en-US,5,4 years ago,False,
Anna Asanovic,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNnMnU2dnVRRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICg2u6vuQE%7CCgwIifzwzQUQwL7a2QI%7C?hl=en-US,5,5 years ago,False,
Andrey Davydov,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNROVBqb3RnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICQ9PjotgE%7CCgwIjMa71AUQgPXN-gI%7C?hl=en-US,4,4 years ago,False,
"Ingvar Greenijii,ki",,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURneHRLZHRnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDgxtKdtgE%7CCgsI19XevAUQwNTiTA%7C?hl=en-US,5,6 years ago,False,
Gay Avrutin,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURNdUlXYnRnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDMuIWbtgE%7CCgwIu9rc7wUQ8JTEggI%7C?hl=en-US,5,3 years ago,False,
Bilal Volkmann,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURDNGJtb3RRRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDC4bmotQE%7CCgwI-eHR-wUQ4NO-oQE%7C?hl=en-US,5,2 years ago,False,
H R,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURBMV9DcnN3RRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDA1_CrswE%7CCgwIoIDd2gUQwKnlrgI%7C?hl=en-US,5,4 years ago,False,
Ivaylo Stanchev,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNlMloySnN3RRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICe2Z2JswE%7CCgsIwrSbmQYQ6LqMIA%7C?hl=en-US,5,3 months ago,True,"(Translated by Google) Thank you ⭐️⭐️⭐️⭐️⭐️ Thank you

(Original)
Dankeschön ⭐️⭐️⭐️⭐️⭐️ Thank you"
Deton827,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNPNjU3aHNnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICO657hsgE%7CCgwIkojBlQYQyJfAlAM%7C?hl=en-US,5,6 months ago,True,"(Translated by Google) Hi Deton827, my team and I are very happy about this great review!

Sandra Schmalzried
General manager
Aspria Berlin

(Original)
Hi Deton827, mein Team und ich freuen uns sehr über diese großartige Bewertung!

Sandra Schmalzried
General Manager
Aspria Berlin"
Zoey,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURRc2ZYTXNnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDQsfXMsgE%7CCgwI8dmVzgUQwM776AI%7C?hl=en-US,3,5 years ago,False,
